208	1
0	0	25	1
1	9	25	1
2	4	26	1
3	9	26	1
4	1	27	1
5	10	27	1
6	4	28	1
7	10	28	1
8	1	29	1
9	11	29	1
10	5	30	1
11	11	30	1
12	2	31	1
13	12	31	1
14	5	32	1
15	12	32	1
16	0	33	0
17	13	33	0
18	6	34	0
19	13	34	0
20	2	35	0
21	14	35	0
22	6	36	0
23	14	36	0
24	2	37	1
25	15	37	1
26	7	38	1
27	15	38	1
28	3	39	1
29	16	39	1
30	7	40	1
31	16	40	1
32	0	41	1
33	17	41	1
34	8	42	1
35	17	42	1
36	3	43	1
37	18	43	1
38	8	44	1
39	18	44	1
40	4	45	0
41	19	45	0
42	6	46	0
43	19	46	0
44	4	47	0
45	20	47	0
46	5	48	0
47	20	48	0
48	5	49	0
49	21	49	0
50	6	50	0
51	21	50	0
52	6	51	0
53	22	51	0
54	8	52	0
55	22	52	0
56	6	53	0
57	23	53	0
58	7	54	0
59	23	54	0
60	7	55	0
61	24	55	0
62	8	56	0
63	24	56	0
64	9	57	0
65	13	57	0
66	13	58	0
67	19	58	0
68	9	59	0
69	19	59	0
70	10	60	0
71	11	60	0
72	11	61	0
73	20	61	0
74	10	62	0
75	20	62	0
76	12	63	0
77	14	63	0
78	12	64	0
79	21	64	0
80	14	65	0
81	21	65	0
82	20	66	0
83	21	66	0
84	19	67	0
85	21	67	0
86	19	68	0
87	20	68	0
88	13	69	0
89	17	69	0
90	17	70	0
91	22	70	0
92	13	71	0
93	22	71	0
94	14	72	0
95	15	72	0
96	15	73	0
97	23	73	0
98	14	74	0
99	23	74	0
100	16	75	0
101	18	75	0
102	16	76	0
103	24	76	0
104	18	77	0
105	24	77	0
106	23	78	0
107	24	78	0
108	22	79	0
109	24	79	0
110	22	80	0
111	23	80	0
112	25	33	0
113	25	57	0
114	33	57	0
115	34	46	0
116	46	58	0
117	34	58	0
118	26	45	0
119	45	59	0
120	26	59	0
121	58	59	0
122	57	59	0
123	57	58	0
124	27	29	0
125	27	60	0
126	29	60	0
127	30	48	0
128	48	61	0
129	30	61	0
130	28	47	0
131	47	62	0
132	28	62	0
133	61	62	0
134	60	62	0
135	60	61	0
136	31	35	0
137	35	63	0
138	31	63	0
139	32	49	0
140	49	64	0
141	32	64	0
142	36	50	0
143	50	65	0
144	36	65	0
145	64	65	0
146	63	65	0
147	63	64	0
148	48	49	0
149	48	66	0
150	49	66	0
151	46	50	0
152	46	67	0
153	50	67	0
154	45	47	0
155	45	68	0
156	47	68	0
157	67	68	0
158	66	68	0
159	66	67	0
160	33	41	0
161	33	69	0
162	41	69	0
163	42	52	0
164	52	70	0
165	42	70	0
166	34	51	0
167	51	71	0
168	34	71	0
169	70	71	0
170	69	71	0
171	69	70	0
172	35	37	0
173	35	72	0
174	37	72	0
175	38	54	0
176	54	73	0
177	38	73	0
178	36	53	0
179	53	74	0
180	36	74	0
181	73	74	0
182	72	74	0
183	72	73	0
184	39	43	0
185	43	75	0
186	39	75	0
187	40	55	0
188	55	76	0
189	40	76	0
190	44	56	0
191	56	77	0
192	44	77	0
193	76	77	0
194	75	77	0
195	75	76	0
196	54	55	0
197	54	78	0
198	55	78	0
199	52	56	0
200	52	79	0
201	56	79	0
202	51	53	0
203	51	80	0
204	53	80	0
205	79	80	0
206	78	80	0
207	78	79	0
